concept:name,time:timestamp,qty_completed,qty_rejected
Round Grinding - Machine 3,1970-01-13 01:39:55.453079+00:00,12,0
Round Grinding - Manual,1970-01-13 09:45:09.750216+00:00,21,0
Round Grinding - Machine 2,1970-01-13 18:06:35.060034+00:00,21,0
Round Grinding - Machine 2,1970-01-13 18:37:52.889468+00:00,19,0
Turning & Milling - Machine 6,1970-01-14 17:10:05.185694+00:00,23,0
Lapping - Machine 1,1970-01-15 15:45:48.762016+00:00,25,0
Laser Marking - Machine 7,1970-01-22 15:39:26.757318+00:00,20,0
Turning - Machine 8,1970-01-22 16:03:04.087898+00:00,26,0
Flat Grinding - Machine 11,1970-01-22 23:21:30.882375+00:00,22,0
Laser Marking - Machine 7,1970-01-24 07:04:01.422685+00:00,22,0
Lapping - Machine 1,1970-01-28 00:44:48.181392+00:00,14,0
Lapping - Machine 1,1970-01-31 01:18:51.044950+00:00,16,0
Lapping - Machine 1,1970-02-01 22:10:42.742341+00:00,19,0
Lapping - Machine 1,1970-02-02 12:01:15.103903+00:00,22,0
Turning - Machine 8,1970-01-14 14:13:25.642889+00:00,25,0
Turning & Milling Q.C.,1970-01-18 10:32:19.095343+00:00,21,0
Turning & Milling - Machine 6,1970-01-18 17:12:45.532982+00:00,17,0
Turning & Milling Q.C.,1970-01-19 08:13:51.262090+00:00,25,0
Turning & Milling Q.C.,1970-01-20 11:59:09.114346+00:00,25,1
Turning & Milling - Machine 8,1970-01-21 18:37:19.375591+00:00,19,0
Turning & Milling - Machine 4,1970-01-21 19:12:32.250855+00:00,14,0
Turning & Milling - Machine 6,1970-01-22 17:52:58.351594+00:00,17,0
Grinding Rework - Machine 27,1970-01-28 17:44:50.584876+00:00,19,0
Turning & Milling - Machine 4,1970-01-30 20:01:59.047566+00:00,17,0
Turning & Milling - Machine 4,1970-01-30 20:27:56.624703+00:00,19,0
Round Grinding - Manual,1970-02-03 13:05:40.054383+00:00,23,0
Round Grinding - Machine 2,1970-02-03 21:49:10.513538+00:00,20,0
Round Grinding - Machine 2,1970-02-04 13:48:38.190383+00:00,21,0
Round Grinding - Machine 2,1970-02-05 15:40:23.762697+00:00,19,0
Round Grinding - Machine 2,1970-02-06 10:58:12.248279+00:00,10,0
Round Grinding - Machine 2,1970-02-07 13:24:44.171637+00:00,20,0
Round Grinding - Machine 2,1970-02-08 01:14:34.785670+00:00,22,0
Final Inspection Q.C.,1970-02-09 15:11:09.021171+00:00,15,0
Round Grinding - Machine 3,1970-02-10 02:09:09.110402+00:00,19,0
Deburring - Manual,1970-02-26 01:19:42.450925+00:00,18,0
SETUP     Turning & Milling - Machine 5,1970-01-13 05:41:37.857143+00:00,15,0
Turning & Milling Q.C.,1970-01-18 10:32:19.095343+00:00,27,0
Round Grinding - Machine 3,1970-01-18 13:27:11.258145+00:00,18,0
Turning & Milling Q.C.,1970-01-26 22:42:56.345646+00:00,22,0
Turning & Milling - Machine 8,1970-01-27 04:49:18.772916+00:00,22,0
Turning & Milling - Machine 4,1970-01-27 16:14:27.158001+00:00,18,0
Turning & Milling - Machine 4,1970-01-28 03:06:36.750259+00:00,26,0
Turning & Milling Q.C.,1970-01-28 18:27:01.486675+00:00,19,0
Turning & Milling - Machine 4,1970-01-29 00:32:55.853957+00:00,20,0
Turning & Milling - Machine 4,1970-01-29 07:40:27.640526+00:00,23,0
Turning & Milling - Machine 4,1970-01-29 14:54:10.645450+00:00,27,0
Turning & Milling - Machine 4,1970-01-30 11:46:43.424437+00:00,23,0
Turning & Milling - Machine 4,1970-01-30 15:47:07.341807+00:00,19,1
Turning & Milling - Machine 4,1970-01-30 22:12:40.064739+00:00,20,0
Turning & Milling - Machine 4,1970-01-31 01:14:20.391744+00:00,23,0
Turning & Milling - Machine 4,1970-01-31 01:48:15.590350+00:00,25,1
Turning & Milling - Machine 4,1970-01-31 02:04:49.550958+00:00,19,0
Turning & Milling - Machine 4,1970-02-01 10:26:12.111315+00:00,22,0
Turning & Milling - Machine 4,1970-02-01 12:11:04.895807+00:00,24,0
Turning & Milling - Machine 4,1970-02-01 20:11:44.351562+00:00,14,0
Turning & Milling - Machine 4,1970-02-03 05:49:32.130606+00:00,24,0
Turning & Milling - Machine 4,1970-02-04 06:39:52.741103+00:00,23,0
Turning & Milling - Machine 4,1970-02-05 07:05:11.467915+00:00,22,1
Turning & Milling - Machine 4,1970-02-05 08:36:39.473921+00:00,22,0
Turning & Milling - Machine 4,1970-02-05 17:08:50.053748+00:00,15,0
Turning & Milling - Machine 5,1970-01-14 00:27:40.767509+00:00,23,0
Turning & Milling Q.C.,1970-01-18 10:32:19.095343+00:00,20,1
Turning & Milling Q.C.,1970-01-20 17:15:10.594301+00:00,23,0
Turning & Milling - Machine 8,1970-01-20 19:13:19.176196+00:00,20,0
Turning & Milling - Machine 5,1970-01-21 04:22:46.577977+00:00,23,0
Turning & Milling - Machine 8,1970-01-21 08:46:38.830702+00:00,21,0
Laser Marking - Machine 7,1970-01-31 07:51:17.096806+00:00,24,0
Turning & Milling - Machine 5,1970-01-31 12:54:24.990921+00:00,22,0
Turning & Milling Q.C.,1970-02-02 01:20:43.935263+00:00,18,0
Turning - Machine 8,1970-02-02 11:53:11.452127+00:00,21,0
Turning & Milling - Machine 6,1970-02-02 16:12:43.630771+00:00,18,0
Turning & Milling - Machine 6,1970-02-03 07:32:35.059601+00:00,24,0
Turning & Milling Q.C.,1970-02-11 07:37:13.772557+00:00,20,0
Turning & Milling Q.C.,1970-02-15 13:34:35.520351+00:00,24,0
Turning Q.C.,1970-02-22 14:55:15.285512+00:00,20,0
Grinding Rework,1970-02-24 01:16:54.680869+00:00,23,0
Grinding Rework,1970-02-24 21:32:09.159266+00:00,20,0
Grinding Rework,1970-03-09 20:35:28.388375+00:00,23,0
Turning Q.C.,1970-03-17 04:27:32.492966+00:00,21,0
Turning - Machine 8,1970-03-17 10:52:40.169172+00:00,27,0
Turning & Milling - Machine 8,1970-03-17 11:26:17.222269+00:00,23,0
Turning & Milling - Machine 8,1970-03-18 08:25:30.977401+00:00,22,0
Lapping - Machine 1,1970-03-24 08:25:40.075260+00:00,26,0
Round Grinding - Machine 3,1970-03-25 03:06:55.163736+00:00,16,0
Laser Marking - Machine 7,1970-03-25 08:34:27.364983+00:00,26,0
Final Inspection Q.C.,1970-03-26 22:33:03.935952+00:00,18,0
Round Grinding - Machine 3,1970-03-27 03:41:23.069634+00:00,21,1
Packing,1970-03-29 02:39:19.602275+00:00,19,0
Turning - Machine 4,1970-01-16 06:02:20.387977+00:00,17,0
Turning - Machine 4,1970-01-19 01:32:03.783487+00:00,28,0
Turning - Machine 4,1970-01-19 18:37:31.871859+00:00,28,0
Turning - Machine 4,1970-01-20 07:12:15.516350+00:00,21,0
Turning - Machine 4,1970-01-25 04:12:28.956042+00:00,18,0
Turning - Machine 4,1970-01-25 10:15:33.744569+00:00,19,0
Turning - Machine 4,1970-01-26 09:14:08.711866+00:00,22,0
Turning - Machine 4,1970-01-26 15:50:37.017127+00:00,18,0
Turning - Machine 4,1970-01-27 11:21:55.685736+00:00,20,0
Turning - Machine 4,1970-01-27 12:35:50.711503+00:00,19,0
Turning & Milling Q.C.,1970-01-30 20:39:55.417456+00:00,22,0
Turning - Machine 4,1970-02-01 02:42:58.649466+00:00,22,0
Turning - Machine 4,1970-02-01 17:37:52.929975+00:00,17,0
Turning - Machine 4,1970-02-01 21:10:56.867783+00:00,20,0
Turning - Machine 4,1970-02-02 00:59:30.112581+00:00,18,0
Turning - Machine 4,1970-02-02 19:29:30.428637+00:00,12,0
Turning - Machine 4,1970-02-03 13:45:18.556376+00:00,20,0
Turning - Machine 4,1970-02-04 10:07:43.832794+00:00,19,0
Turning - Machine 4,1970-02-06 13:19:57.767475+00:00,16,0
Turning - Machine 4,1970-02-08 02:16:17.809712+00:00,20,0
Turning - Machine 4,1970-02-13 21:42:52.549235+00:00,17,0
Turning - Machine 4,1970-02-15 08:45:59.029376+00:00,16,0
Turning - Machine 4,1970-02-16 17:13:53.553757+00:00,18,0
Turning - Machine 4,1970-02-19 06:16:57.089358+00:00,15,0
Turning - Machine 4,1970-02-24 06:24:29.353597+00:00,18,1
Turning - Machine 4,1970-02-27 01:07:16.901049+00:00,23,0
Turning - Machine 4,1970-02-27 19:07:36.279315+00:00,19,0
Turning - Machine 4,1970-03-03 12:07:46.188972+00:00,24,0
Turning - Machine 4,1970-03-04 06:19:53.159771+00:00,25,0
Turning - Machine 4,1970-03-05 10:21:13.374694+00:00,18,0
Turning - Machine 4,1970-03-07 04:49:53.573973+00:00,14,0
Round Grinding - Machine 3,1970-03-07 08:13:09.578551+00:00,21,0
Final Inspection Q.C.,1970-03-08 15:10:42.639265+00:00,14,0
Turning & Milling - Machine 5,1970-03-08 18:34:16.016766+00:00,27,0
Turning - Machine 8,1970-03-08 20:04:52.751339+00:00,18,0
Round Grinding - Machine 3,1970-03-08 21:21:00.319142+00:00,27,0
Flat Grinding - Machine 11,1970-03-11 21:45:45.535079+00:00,17,0
