concept:name,time:timestamp,qty_completed,qty_rejected
Turning & Milling Q.C.,1970-01-12 14:43:50.684689+00:00,21,0
Turning & Milling Q.C.,1970-01-17 17:36:27.437513+00:00,11,0
Turning & Milling - Machine 5,1970-01-17 17:52:56.919662+00:00,23,0
Final Inspection Q.C.,1970-01-19 05:15:21.904856+00:00,15,0
Grinding Rework - Machine 27,1970-01-25 13:41:20.408916+00:00,19,0
Round Grinding - Manual,1970-01-26 02:44:53.144421+00:00,20,0
Turning Q.C.,1970-02-03 08:54:36.671982+00:00,9,0
Turning & Milling - Machine 5,1970-02-03 09:19:16.740379+00:00,20,0
Laser Marking - Machine 7,1970-02-06 02:27:56.901839+00:00,16,0
Turning Q.C.,1970-02-06 17:10:59.174806+00:00,12,0
Round Grinding - Machine 3,1970-02-07 07:18:35.238095+00:00,19,0
Turning & Milling - Machine 8,1970-02-07 13:50:47.955717+00:00,27,0
Round Grinding - Machine 3,1970-01-13 14:12:55.541052+00:00,25,0
Laser Marking - Machine 7,1970-01-19 11:49:59.951893+00:00,22,0
Lapping - Machine 1,1970-01-27 00:10:50.428359+00:00,15,0
Lapping - Machine 1,1970-01-27 03:22:56.504004+00:00,13,0
Turning - Machine 8,1970-01-27 22:45:50.405217+00:00,27,0
Packing,1970-01-28 06:03:06.771398+00:00,22,0
Turning & Milling - Machine 5,1970-01-29 01:46:15.576434+00:00,26,0
Laser Marking - Machine 7,1970-01-31 18:15:48.661556+00:00,19,0
Round Grinding - Machine 3,1970-02-01 10:07:16.966350+00:00,26,0
Final Inspection Q.C.,1970-02-06 21:11:04.877670+00:00,23,0
Final Inspection Q.C.,1970-02-13 03:58:40.754711+00:00,21,0
Final Inspection Q.C.,1970-02-16 13:16:05.582819+00:00,23,0
Lapping - Machine 1,1970-02-17 01:43:15.117651+00:00,26,0
Final Inspection Q.C.,1970-02-17 15:07:50.202002+00:00,17,0
Lapping - Machine 1,1970-02-18 20:14:58.882829+00:00,19,0
Packing,1970-02-24 06:35:11.829391+00:00,15,0
Round Grinding - Manual,1970-02-24 16:07:13.976844+00:00,23,0
Round Grinding - Machine 2,1970-02-25 21:11:05.787323+00:00,24,0
Round Grinding - Machine 2,1970-02-27 04:45:16.277718+00:00,15,0
Turning & Milling - Machine 5,1970-01-13 15:33:20.238047+00:00,22,0
Turning & Milling - Machine 6,1970-01-13 22:26:27.977350+00:00,24,0
Turning & Milling Q.C.,1970-01-17 02:13:37.035850+00:00,24,0
Turning & Milling Q.C.,1970-01-20 06:34:47.552560+00:00,20,0
Turning & Milling - Machine 6,1970-01-20 15:58:35.215323+00:00,11,0
Turning & Milling Q.C.,1970-01-20 16:31:07.291960+00:00,19,0
Turning & Milling - Machine 9,1970-01-21 01:17:02.205013+00:00,26,0
Turning & Milling - Machine 9,1970-01-22 01:48:01.990185+00:00,19,0
Turning & Milling - Machine 9,1970-01-22 06:10:23.092899+00:00,20,0
Turning & Milling - Machine 9,1970-01-22 09:01:34.182961+00:00,23,0
Turning & Milling - Machine 9,1970-01-22 12:35:52.995385+00:00,23,0
Turning & Milling - Machine 9,1970-01-23 10:45:49.783733+00:00,16,0
Turning & Milling - Machine 9,1970-01-23 13:33:36.295510+00:00,20,0
Turning & Milling Q.C.,1970-01-25 13:12:31.432022+00:00,25,0
Turning & Milling - Machine 9,1970-01-26 00:14:03.290321+00:00,13,0
Turning & Milling - Machine 9,1970-01-26 05:55:44.764427+00:00,20,0
Turning & Milling - Machine 9,1970-01-27 05:04:54.234684+00:00,20,0
Turning & Milling - Machine 9,1970-01-27 08:15:31.390805+00:00,18,0
Turning & Milling - Machine 9,1970-01-27 22:38:31.056984+00:00,23,0
Turning & Milling - Machine 9,1970-01-28 19:52:39.511422+00:00,18,0
Turning & Milling - Machine 9,1970-01-29 00:39:01.249714+00:00,17,0
Packing,1970-01-30 20:32:02.304058+00:00,19,0
Turning & Milling Q.C.,1970-02-02 11:05:53.760767+00:00,16,0
Turning & Milling Q.C.,1970-02-03 12:01:52.330860+00:00,19,0
Turning & Milling Q.C.,1970-01-14 23:37:04.822306+00:00,32,0
Round Grinding - Machine 3,1970-01-18 19:13:44.028420+00:00,23,0
Round Grinding - Manual,1970-01-21 14:59:19.349602+00:00,22,0
Turning & Milling Q.C.,1970-01-26 03:19:49.853785+00:00,21,0
Turning Q.C.,1970-02-03 08:54:36.671982+00:00,19,0
Round Grinding - Machine 3,1970-02-04 04:39:45.673468+00:00,13,0
Turning & Milling - Machine 5,1970-02-04 21:46:44.751305+00:00,19,0
Turning & Milling - Machine 5,1970-02-05 01:11:28.065403+00:00,16,0
Lapping - Machine 1,1970-02-11 16:43:45.812186+00:00,19,0
Packing,1970-02-14 04:14:57.316570+00:00,16,0
Lapping - Machine 1,1970-02-17 09:13:32.236663+00:00,19,0
Turning & Milling - Machine 5,1970-01-14 15:52:22.923287+00:00,15,0
Turning - Machine 8,1970-01-15 19:45:06.003139+00:00,26,0
Turning & Milling - Machine 6,1970-01-15 23:57:10.538148+00:00,19,0
Turning - Machine 8,1970-01-19 16:06:33.481940+00:00,21,0
Round Grinding - Manual,1970-01-20 14:29:05.184646+00:00,19,0
Round Grinding - Machine 2,1970-01-20 16:29:52.120054+00:00,25,0
Round Grinding - Machine 2,1970-01-21 02:16:23.997401+00:00,20,0
Round Grinding - Machine 2,1970-01-21 11:17:04.383580+00:00,13,0
Turning & Milling - Machine 5,1970-01-21 13:18:42.689526+00:00,16,0
Laser Marking - Machine 7,1970-01-27 03:21:44.239267+00:00,14,0
Packing,1970-01-29 00:16:58.092513+00:00,19,0
Lapping - Machine 1,1970-01-29 05:17:15.933059+00:00,26,0
Grinding Rework,1970-02-07 01:57:36.741746+00:00,19,0
Lapping - Machine 1,1970-02-13 10:37:56.017796+00:00,24,0
Grinding Rework,1970-02-14 10:15:41.591908+00:00,24,0
Lapping - Machine 1,1970-02-18 02:33:10.204398+00:00,20,0
Turning & Milling - Machine 8,1970-02-18 06:46:03.194066+00:00,22,0
Flat Grinding - Machine 11,1970-02-18 14:38:28.783385+00:00,18,0
Round Grinding - Machine 3,1970-02-20 22:34:06.680914+00:00,24,0
Turning & Milling - Machine 5,1970-02-21 02:49:03.863545+00:00,20,0
Round Grinding - Machine 3,1970-02-21 03:20:16.343790+00:00,16,0
Lapping - Machine 1,1970-02-22 23:35:06.306272+00:00,22,0
Turning & Milling - Machine 9,1970-02-24 14:36:30.602524+00:00,16,0
Packing,1970-02-28 23:38:58.074706+00:00,23,0
Packing,1970-03-06 15:32:17.700875+00:00,23,0
Turning - Machine 8,1970-03-06 23:28:55.006957+00:00,22,0
Packing,1970-03-17 15:40:35.429584+00:00,17,0
Lapping - Machine 1,1970-03-25 16:43:17.266174+00:00,18,0
Lapping - Machine 1,1970-03-26 04:35:13.041467+00:00,20,0
Laser Marking - Machine 7,1970-03-28 10:54:19.481514+00:00,16,0
Packing,1970-04-02 11:59:29.952195+00:00,23,0
Final Inspection Q.C.,1970-04-06 13:31:02.953477+00:00,14,0
Turning & Milling - Machine 4,1970-01-15 15:14:11.496372+00:00,18,0
Turning & Milling - Machine 5,1970-01-15 22:14:52.355293+00:00,13,0
Turning & Milling - Machine 6,1970-01-16 06:44:56.725526+00:00,19,0
Turning & Milling - Machine 4,1970-01-19 17:20:51.137707+00:00,19,0
Lapping - Machine 1,1970-01-27 00:10:50.428359+00:00,13,0
Packing,1970-02-01 09:53:49.796666+00:00,19,0
Final Inspection Q.C.,1970-02-01 21:26:15.188950+00:00,27,0
Turning & Milling Q.C.,1970-02-02 13:09:01.303109+00:00,22,0
Turning & Milling Q.C.,1970-02-05 00:17:57.188752+00:00,21,0
Turning & Milling - Machine 6,1970-02-05 06:58:42.294840+00:00,19,0
Nitration Q.C.,1970-02-14 09:34:06.769504+00:00,22,0
Final Inspection Q.C.,1970-02-26 12:57:22.686505+00:00,23,0
Turning - Machine 8,1970-02-26 16:36:06.333077+00:00,25,0
Flat Grinding - Machine 11,1970-02-27 11:23:28.402547+00:00,14,0
Flat Grinding - Machine 11,1970-03-01 00:57:13.949790+00:00,20,0
Turn & Mill. & Screw Assem - Machine 10,1970-03-02 18:24:51.940806+00:00,28,0
Turning & Milling - Machine 6,1970-03-04 16:38:32.030025+00:00,19,0
Packing,1970-03-04 23:33:26.730040+00:00,15,0
Turning - Machine 8,1970-03-05 00:57:29.680588+00:00,18,0
Turning & Milling Q.C.,1970-01-17 06:56:20.179727+00:00,25,1
Turning & Milling Q.C.,1970-01-18 21:29:50.417356+00:00,13,0
Turning & Milling Q.C.,1970-01-23 09:58:57.062442+00:00,23,0
Turning & Milling Q.C.,1970-01-17 02:13:37.035850+00:00,16,0
Round Grinding - Machine 3,1970-01-19 22:11:51.177674+00:00,19,0
Grinding Rework - Machine 27,1970-01-25 13:41:20.408916+00:00,17,0
Laser Marking - Machine 7,1970-01-30 22:09:32.416089+00:00,23,0
Packing,1970-02-07 23:56:59.512809+00:00,22,0
Final Inspection Q.C.,1970-02-08 20:04:53.330703+00:00,18,0
Turning & Milling Q.C.,1970-02-11 06:40:25.761416+00:00,22,0
Turning & Milling - Machine 5,1970-02-11 17:07:26.950444+00:00,22,0
Final Inspection Q.C.,1970-02-12 16:00:21.542196+00:00,21,0
Turning & Milling Q.C.,1970-02-15 09:52:02.909343+00:00,15,0
Turning & Milling Q.C.,1970-02-16 01:23:33.943899+00:00,24,0
Turning & Milling Q.C.,1970-02-19 02:20:59.771730+00:00,21,0
Turning & Milling Q.C.,1970-02-19 16:14:13.185526+00:00,33,0
Turning & Milling Q.C.,1970-01-17 02:13:37.035850+00:00,18,0
Turning & Milling - Machine 4,1970-01-17 04:55:08.483462+00:00,14,0
Turning & Milling - Machine 4,1970-01-17 08:21:14.693663+00:00,21,0
Turning & Milling - Machine 6,1970-01-18 19:24:21.307703+00:00,23,0
Final Inspection Q.C.,1970-01-21 16:47:30.524554+00:00,26,2
Turning & Milling Q.C.,1970-01-27 18:24:59.642864+00:00,22,0
Turning & Milling - Machine 8,1970-01-28 05:11:14.047629+00:00,23,0
Turning & Milling - Machine 4,1970-01-28 10:16:36.405780+00:00,21,0
Turning & Milling - Machine 5,1970-01-28 12:17:42.633945+00:00,17,0
Turning & Milling - Machine 6,1970-01-30 08:06:12.288369+00:00,19,0
Laser Marking - Machine 7,1970-02-01 09:17:51.036013+00:00,22,0
