concept:name,time:timestamp,qty_completed,qty_rejected
Turning & Milling - Machine 6,1970-01-13 01:15:34.890796+00:00,17,0
Final Inspection Q.C.,1970-01-13 08:32:27.324475+00:00,20,0
Lapping - Machine 1,1970-01-20 15:21:52.411880+00:00,11,0
Turning & Milling - Machine 9,1970-01-20 16:49:34.640114+00:00,18,0
Turning & Milling Q.C.,1970-01-28 02:08:43.526300+00:00,20,0
Turning & Milling - Machine 9,1970-01-28 05:48:17.063740+00:00,21,0
Turning & Milling - Machine 9,1970-01-28 06:42:47.164749+00:00,27,0
Turning & Milling - Machine 9,1970-01-29 13:15:13.343492+00:00,16,0
Turning & Milling - Machine 9,1970-01-29 18:03:53.485259+00:00,18,0
Packing,1970-02-04 22:27:47.858753+00:00,21,0
Turning & Milling Q.C.,1970-02-06 10:13:20.104928+00:00,18,0
Packing,1970-02-06 16:21:28.197203+00:00,12,0
Turning & Milling Q.C.,1970-02-09 12:19:51.330919+00:00,18,0
Turning & Milling Q.C.,1970-01-19 09:09:26.310560+00:00,15,0
Grinding Rework - Machine 27,1970-01-19 22:46:20.431751+00:00,16,0
Lapping - Machine 1,1970-01-20 15:21:52.411880+00:00,19,0
Final Inspection Q.C.,1970-01-17 00:43:44.118727+00:00,21,1
Lapping - Machine 1,1970-01-20 15:21:52.411880+00:00,22,0
Packing,1970-01-22 20:31:27.020650+00:00,16,0
Turning & Milling - Machine 8,1970-01-23 06:01:27.948746+00:00,14,0
Turning & Milling Q.C.,1970-01-19 09:09:26.310560+00:00,19,0
Round Grinding - Machine 3,1970-01-19 23:39:45.220841+00:00,21,0
Flat Grinding - Machine 11,1970-01-27 14:48:21.159420+00:00,22,0
Packing,1970-01-31 23:26:36.986849+00:00,22,0
Laser Marking - Machine 7,1970-02-11 02:04:35.872414+00:00,11,0
Turning & Milling - Machine 4,1970-02-11 04:20:42.896981+00:00,25,0
Turning & Milling - Machine 4,1970-02-11 07:00:55.440187+00:00,20,0
Turning Rework - Machine 21,1970-02-21 02:15:36.318720+00:00,18,0
Turning & Milling - Machine 4,1970-02-21 10:38:31.558769+00:00,16,0
Turning & Milling - Machine 4,1970-02-21 16:04:45.153992+00:00,19,0
Turning & Milling - Machine 4,1970-02-21 21:01:10.179913+00:00,18,0
Turning & Milling - Machine 4,1970-02-21 23:10:31.990077+00:00,22,0
Turning & Milling - Machine 6,1970-01-14 06:32:33.310409+00:00,12,0
Deburring - Manual,1970-01-14 23:16:54.423161+00:00,23,0
Packing,1970-01-16 12:26:24.280456+00:00,15,0
Round Grinding - Manual,1970-01-17 13:48:16.624393+00:00,22,0
Round Grinding - Manual,1970-01-17 16:50:34.618002+00:00,22,0
Round Grinding - Machine 2,1970-01-18 11:12:15.989295+00:00,17,0
Round Grinding - Machine 3,1970-01-18 12:29:37.114045+00:00,14,0
Packing,1970-01-21 09:13:18.871639+00:00,20,0
Round Grinding - Manual,1970-01-21 18:47:59.145945+00:00,24,0
Turning & Milling - Machine 5,1970-01-23 07:07:08.328043+00:00,22,0
Lapping - Machine 1,1970-01-31 11:54:46.187624+00:00,21,0
Packing,1970-02-14 18:32:39.690364+00:00,22,0
Grinding Rework,1970-03-01 22:12:52.966787+00:00,16,0
Grinding Rework,1970-03-08 06:46:36.306439+00:00,19,0
Grinding Rework,1970-03-24 11:30:44.621803+00:00,20,0
Turning & Milling - Machine 5,1970-03-24 14:15:45.223183+00:00,19,0
Turning & Milling - Machine 6,1970-03-25 07:58:24.880260+00:00,22,0
Lapping - Machine 1,1970-03-27 11:44:19.980252+00:00,11,0
Lapping - Machine 1,1970-03-30 12:08:46.654644+00:00,20,0
Lapping - Machine 1,1970-04-09 02:45:30.868841+00:00,19,0
Lapping - Machine 1,1970-04-12 18:25:10.529166+00:00,21,0
Turning & Milling - Machine 8,1970-04-13 06:29:01.276699+00:00,22,0
Turning & Milling - Machine 5,1970-04-13 14:56:26.405808+00:00,29,0
Round Grinding - Machine 3,1970-01-15 02:57:11.417130+00:00,22,0
Laser Marking - Machine 7,1970-01-19 16:46:04.207942+00:00,23,0
Turning & Milling Q.C.,1970-01-29 12:08:05.885272+00:00,22,0
