concept:name,time:timestamp,qty_completed,qty_rejected
Turning & Milling Q.C.,1970-01-16 15:04:40.855631+00:00,20,0
Turning & Milling - Machine 6,1970-01-17 00:01:26.043876+00:00,18,0
Lapping - Machine 1,1970-02-04 10:58:29.134541+00:00,20,0
Lapping - Machine 1,1970-02-04 12:57:43.485014+00:00,19,0
Turning & Milling - Machine 8,1970-02-04 21:55:31.409156+00:00,22,0
Turning & Milling - Machine 5,1970-02-05 00:08:51.096368+00:00,24,0
Lapping - Machine 1,1970-02-10 09:02:57.319257+00:00,23,0
Laser Marking - Machine 7,1970-02-12 07:16:42.627675+00:00,20,0
Round Grinding - Manual,1970-02-12 20:41:23.856138+00:00,15,0
Flat Grinding - Machine 11,1970-01-13 12:51:58.735270+00:00,27,0
Flat Grinding - Machine 11,1970-01-22 03:41:29.167992+00:00,28,0
Round Grinding - Machine 3,1970-01-22 14:31:49.845897+00:00,19,0
Turning & Milling Q.C.,1970-01-30 01:39:44.360703+00:00,23,0
Round Grinding - Manual,1970-01-30 07:18:34.575682+00:00,23,0
Round Grinding - Machine 2,1970-01-30 07:28:16.108274+00:00,23,0
Final Inspection Q.C.,1970-01-13 17:25:54.500688+00:00,18,0
Flat Grinding - Machine 11,1970-01-16 22:07:37.127597+00:00,18,0
Final Inspection Q.C.,1970-01-20 14:00:32.001631+00:00,24,0
Lapping - Machine 1,1970-01-26 05:20:39.119803+00:00,24,0
Lapping - Machine 1,1970-01-29 06:43:18.561673+00:00,11,0
Laser Marking - Machine 7,1970-01-30 18:50:27.466638+00:00,16,0
Turning & Milling Q.C.,1970-01-31 11:29:46.769915+00:00,16,0
Turning & Milling Q.C.,1970-02-03 04:59:28.366532+00:00,13,0
Turning & Milling Q.C.,1970-02-04 12:54:00.371766+00:00,14,0
Turning & Milling - Machine 5,1970-01-14 02:43:07.645174+00:00,22,0
Turning & Milling - Machine 6,1970-01-14 23:11:04.181970+00:00,20,0
Final Inspection Q.C.,1970-01-15 03:38:31.968401+00:00,21,0
Final Inspection Q.C.,1970-01-21 02:24:29.752765+00:00,14,0
Final Inspection Q.C.,1970-01-21 09:39:21.432266+00:00,25,0
Turning & Milling Q.C.,1970-01-29 10:19:54.273309+00:00,18,0
Final Inspection Q.C.,1970-02-06 01:16:03.471054+00:00,14,0
Packing,1970-02-07 09:22:23.836197+00:00,24,0
Final Inspection Q.C.,1970-02-10 12:34:48.183140+00:00,18,0
Packing,1970-02-12 08:32:01.956535+00:00,11,0
Turning & Milling - Machine 4,1970-02-12 13:11:23.645334+00:00,15,0
Final Inspection Q.C.,1970-02-12 18:40:22.689265+00:00,16,0
Final Inspection Q.C.,1970-02-19 14:31:19.919106+00:00,17,0
Turning & Milling - Machine 8,1970-02-19 19:49:32.261075+00:00,23,0
Turning & Milling - Machine 4,1970-02-19 20:48:59.376922+00:00,18,0
Turning & Milling - Machine 4,1970-02-20 04:55:14.455803+00:00,23,0
Final Inspection Q.C.,1970-02-23 22:42:36.011437+00:00,23,0
Laser Marking - Machine 7,1970-02-24 18:59:57.131752+00:00,17,0
Turning & Milling - Machine 10,1970-02-26 18:51:09.037357+00:00,22,0
Turning & Milling - Machine 10,1970-02-27 11:41:07.030684+00:00,18,0
Lapping - Machine 1,1970-02-28 22:04:31.272730+00:00,17,0
Turning & Milling - Machine 10,1970-03-01 16:46:17.876469+00:00,21,0
Flat Grinding - Machine 26,1970-01-14 00:36:35.714286+00:00,23,0
Turning - Machine 8,1970-01-14 09:17:31.218205+00:00,28,0
Turning & Milling Q.C.,1970-01-22 06:56:14.350152+00:00,15,0
Turning & Milling Q.C.,1970-01-28 09:37:39.193689+00:00,24,0
Grinding Rework - Machine 27,1970-02-06 13:25:10.426935+00:00,20,0
Laser Marking - Machine 7,1970-02-07 02:21:03.102322+00:00,26,0
Lapping - Machine 1,1970-02-11 08:29:14.287006+00:00,17,0
Lapping - Machine 1,1970-02-12 23:44:25.057462+00:00,26,0
Turning & Milling Q.C.,1970-02-19 10:35:00.703843+00:00,20,0
Turning & Milling Q.C.,1970-02-20 13:16:57.453755+00:00,28,0
Turning & Milling Q.C.,1970-02-21 04:20:15.083123+00:00,16,0
Turning & Milling Q.C.,1970-03-03 00:03:45.782359+00:00,18,0
Turning & Milling - Machine 5,1970-03-03 04:06:18.399811+00:00,17,0
Turning & Milling - Machine 5,1970-03-03 10:16:18.605805+00:00,17,0
Turning & Milling Q.C.,1970-03-05 00:46:22.046983+00:00,26,0
Turning & Milling Q.C.,1970-03-12 05:58:10.857016+00:00,20,0
Turning & Milling - Machine 8,1970-03-12 10:13:25.765741+00:00,13,0
Turning & Milling - Machine 8,1970-03-12 13:59:31.967077+00:00,15,0
Turning & Milling Q.C.,1970-03-16 17:39:56.356320+00:00,12,0
Turning & Milling Q.C.,1970-03-26 23:47:47.104346+00:00,24,0
Turning & Milling Q.C.,1970-03-27 09:53:53.745610+00:00,15,0
Turning & Milling - Machine 6,1970-03-28 18:50:21.521763+00:00,13,0
Turning & Milling Q.C.,1970-04-03 00:33:22.499740+00:00,14,0
Deburring - Manual,1970-04-07 02:03:38.871857+00:00,16,0
Turning & Milling Q.C.,1970-04-08 03:25:15.862988+00:00,31,0
Final Inspection Q.C.,1970-04-21 03:06:24.725416+00:00,17,0
Turning & Milling Q.C.,1970-04-21 03:51:24.016008+00:00,22,0
Final Inspection Q.C.,1970-04-22 19:01:44.307176+00:00,23,0
Turning & Milling - Machine 5,1970-04-23 18:52:39.959620+00:00,16,0
Round Grinding - Machine 3,1970-04-25 00:25:35.240819+00:00,21,0
Round Grinding - Manual,1970-04-25 08:09:20.352934+00:00,27,0
Round Grinding - Machine 2,1970-04-25 15:39:00.392956+00:00,23,0
Round Grinding - Machine 2,1970-04-26 20:56:32.325439+00:00,29,0
Round Grinding - Machine 2,1970-04-27 03:59:33.286604+00:00,22,0
Round Grinding - Machine 2,1970-04-28 02:35:57.167104+00:00,19,0
Round Grinding - Machine 2,1970-04-28 03:18:03.006814+00:00,19,0
Round Grinding - Machine 2,1970-04-28 07:47:26.249057+00:00,17,0
Turning & Milling - Machine 5,1970-04-28 19:21:35.494409+00:00,20,0
Turning & Milling - Machine 6,1970-04-29 02:50:43.857846+00:00,15,0
Turning & Milling - Machine 5,1970-01-15 03:15:31.857062+00:00,16,0
Turning & Milling Q.C.,1970-01-22 06:56:14.350152+00:00,26,0
Turning & Milling Q.C.,1970-01-25 01:08:34.693037+00:00,21,0
Turning & Milling Q.C.,1970-01-22 06:56:14.350152+00:00,13,0
Turning & Milling - Machine 5,1970-01-23 19:40:25.810908+00:00,14,0
Final Inspection Q.C.,1970-01-26 05:35:21.216370+00:00,20,0
Turning & Milling - Machine 6,1970-01-26 11:26:00.200579+00:00,18,0
Final Inspection Q.C.,1970-01-27 11:26:12.183817+00:00,19,0
Laser Marking - Machine 7,1970-01-23 19:28:05.807915+00:00,14,0
Turning & Milling Q.C.,1970-01-25 21:31:57.049083+00:00,18,0
Round Grinding - Machine 3,1970-01-26 02:04:17.433079+00:00,18,0
Lapping - Machine 1,1970-01-27 23:52:37.295872+00:00,30,0
Deburring - Manual,1970-02-09 00:24:50.675930+00:00,21,0
Lapping - Machine 1,1970-02-09 22:26:50.756630+00:00,18,0
Lapping - Machine 1,1970-02-16 14:38:53.154735+00:00,18,0
Packing,1970-02-20 00:00:48.155027+00:00,20,0
Round Grinding - Machine 3,1970-02-21 03:26:31.661368+00:00,19,0
Laser Marking - Machine 7,1970-02-23 09:06:04.542231+00:00,25,0
Turning & Milling - Machine 10,1970-02-24 02:34:04.885244+00:00,20,0
Turning & Milling - Machine 10,1970-02-25 09:01:18.415684+00:00,14,0
Turning & Milling - Machine 10,1970-02-25 20:06:56.164012+00:00,18,0
Turning & Milling - Machine 10,1970-02-25 20:33:51.047454+00:00,26,0
Turning & Milling - Machine 10,1970-02-28 18:39:18.462718+00:00,20,0
Lapping - Machine 1,1970-03-01 09:16:40.158453+00:00,24,0
Turning & Milling - Machine 10,1970-03-01 10:25:55.605637+00:00,12,0
Lapping - Machine 1,1970-03-05 23:59:37.952194+00:00,15,0
Lapping - Machine 1,1970-03-08 14:15:28.911126+00:00,12,0
Turning & Milling - Machine 10,1970-03-10 02:25:40.208950+00:00,21,0
Lapping - Machine 1,1970-03-12 02:32:26.343571+00:00,15,0
Packing,1970-03-14 11:40:16.932762+00:00,22,0
Packing,1970-03-16 02:54:01.344175+00:00,25,0
Turning & Milling - Machine 8,1970-03-16 14:24:04.184184+00:00,22,0
Round Grinding - Machine 2,1970-03-17 01:20:20.391264+00:00,25,0
Round Grinding - Machine 2,1970-03-17 01:58:54.567304+00:00,18,0
Round Grinding - Machine 2,1970-03-17 06:27:23.131014+00:00,17,0
Round Grinding - Machine 2,1970-03-17 07:13:03.182786+00:00,23,0
Round Grinding - Machine 2,1970-03-18 00:31:42.443002+00:00,17,0
Round Grinding - Machine 2,1970-03-19 17:16:54.058929+00:00,17,0
Turning & Milling - Machine 5,1970-03-19 19:26:55.869351+00:00,14,0
Final Inspection Q.C.,1970-01-16 21:53:47.767810+00:00,19,0
Final Inspection Q.C.,1970-01-17 19:19:25.925234+00:00,21,0
Round Grinding - Machine 3,1970-01-18 21:56:01.629722+00:00,17,0
Laser Marking - Machine 7,1970-01-23 19:28:05.807915+00:00,15,0
Turning & Milling - Machine 6,1970-01-24 06:57:28.840696+00:00,29,0
Laser Marking - Machine 7,1970-01-24 07:14:09.280973+00:00,25,0
Lapping - Machine 1,1970-01-24 10:53:43.200853+00:00,24,0
Lapping - Machine 1,1970-01-26 07:50:35.365429+00:00,26,0
Lapping - Machine 1,1970-02-05 10:19:37.578762+00:00,27,0
Turning & Milling Q.C.,1970-02-09 14:29:32.570646+00:00,16,0
Round Grinding - Machine 2,1970-02-09 18:08:33.252166+00:00,20,0
Round Grinding - Machine 2,1970-02-09 23:09:42.856454+00:00,19,0
Turning & Milling Q.C.,1970-02-12 20:28:39.395572+00:00,18,0
Round Grinding - Machine 3,1970-02-12 20:46:04.195312+00:00,24,0
Turning & Milling - Machine 6,1970-02-13 10:03:51.634448+00:00,24,0
