concept:name,time:timestamp,qty_completed,qty_rejected
Turning & Milling - Machine 5,1970-01-12 12:08:54.623774+00:00,22,0
Turning & Milling Q.C.,1970-01-13 18:07:37.142864+00:00,25,0
Turning & Milling - Machine 6,1970-01-14 09:15:15.785820+00:00,16,0
Nitration Q.C.,1970-01-25 14:38:35.451011+00:00,22,0
Turning & Milling - Machine 4,1970-01-25 17:20:18.020865+00:00,22,0
Turning & Milling Q.C.,1970-01-26 01:20:04.877824+00:00,22,0
Turning & Milling - Machine 6,1970-01-26 04:01:30.900818+00:00,21,0
Laser Marking - Machine 7,1970-01-29 19:52:12.078477+00:00,28,0
Packing,1970-01-31 23:14:16.233297+00:00,21,0
Lapping - Machine 1,1970-02-02 09:40:14.276904+00:00,20,0
Lapping - Machine 1,1970-02-09 07:29:46.741409+00:00,18,0
Turning & Milling - Machine 8,1970-02-09 07:40:25.921454+00:00,21,0
Turning & Milling Q.C.,1970-01-15 21:55:20.110833+00:00,18,0
Turning & Milling Q.C.,1970-01-16 07:27:17.981412+00:00,28,0
Turning & Milling Q.C.,1970-01-17 05:59:12.839634+00:00,22,0
Turning & Milling Q.C.,1970-01-17 12:23:29.074294+00:00,14,0
Grinding Rework - Machine 27,1970-01-19 15:25:36.796662+00:00,16,0
Packing,1970-01-21 05:05:31.102690+00:00,18,0
Round Grinding - Machine 3,1970-01-22 07:21:55.696328+00:00,19,0
Packing,1970-01-23 16:52:30.725763+00:00,18,0
Laser Marking - Machine 7,1970-01-27 10:59:17.385801+00:00,21,0
Round Grinding - Machine 2,1970-01-27 23:48:17.636440+00:00,22,0
Round Grinding - Machine 2,1970-01-28 02:54:17.483755+00:00,18,0
Round Grinding - Machine 2,1970-01-28 14:41:58.331423+00:00,18,0
Round Grinding - Machine 2,1970-01-28 16:59:13.321963+00:00,17,0
Round Grinding - Machine 2,1970-01-28 22:33:58.026343+00:00,20,0
Turning & Milling Q.C.,1970-01-29 09:58:34.355622+00:00,23,0
Turning & Milling Q.C.,1970-01-30 13:54:13.366179+00:00,12,0
Turning & Milling Q.C.,1970-02-04 16:54:21.110265+00:00,18,0
Round Grinding - Machine 3,1970-01-13 16:07:52.432418+00:00,21,0
Turning & Milling Q.C.,1970-01-16 23:26:15.848641+00:00,21,0
Turning & Milling Q.C.,1970-01-23 02:29:13.192840+00:00,21,0
Turning & Milling - Machine 6,1970-01-14 18:47:51.007613+00:00,18,0
Final Inspection Q.C.,1970-01-18 08:16:13.366263+00:00,23,0
Turning & Milling Q.C.,1970-01-19 16:12:02.888389+00:00,20,0
Final Inspection Q.C.,1970-01-22 15:58:04.661340+00:00,33,0
Final Inspection Q.C.,1970-01-27 17:42:53.836441+00:00,25,0
Final Inspection Q.C.,1970-02-03 09:04:17.434336+00:00,21,0
Final Inspection Q.C.,1970-02-12 01:03:36.555452+00:00,17,0
Turning & Milling - Machine 5,1970-02-12 02:38:37.154982+00:00,17,0
Round Grinding - Machine 3,1970-02-14 14:21:42.715483+00:00,27,0
Turning & Milling - Machine 5,1970-01-14 15:38:09.127265+00:00,24,0
Turning & Milling - Machine 6,1970-01-14 17:50:33.534065+00:00,22,0
Final Inspection Q.C.,1970-01-18 08:16:13.366263+00:00,13,0
Final Inspection Q.C.,1970-01-19 15:47:18.408162+00:00,20,0
Laser Marking - Machine 7,1970-01-21 13:16:35.544660+00:00,24,0
Lapping - Machine 1,1970-01-21 16:15:44.371388+00:00,12,0
Packing,1970-01-23 16:52:30.725763+00:00,23,0
Turning & Milling Q.C.,1970-01-24 05:31:53.685217+00:00,20,0
Turning & Milling - Machine 8,1970-01-24 13:00:38.825559+00:00,24,0
Lapping - Machine 1,1970-01-25 10:07:11.565870+00:00,26,0
Turning & Milling Q.C.,1970-01-25 23:11:59.449507+00:00,27,0
Laser Marking - Machine 7,1970-01-26 11:46:33.352398+00:00,16,0
Turning & Milling - Machine 8,1970-01-27 09:30:38.619631+00:00,20,0
Grinding Rework - Machine 27,1970-01-28 03:37:03.075907+00:00,21,0
Lapping - Machine 1,1970-02-02 01:39:05.947667+00:00,16,0
Packing,1970-02-11 02:59:12.407703+00:00,17,0
Turning & Milling - Machine 6,1970-02-11 18:00:24.788833+00:00,20,0
Packing,1970-02-12 03:14:40.878618+00:00,23,0
Turning & Milling Q.C.,1970-02-15 01:00:47.519529+00:00,23,0
