concept:name,time:timestamp,qty_completed,qty_rejected
Rework Milling - Machine 28,1970-01-12 10:46:40+00:00,25,0
Turning & Milling Q.C.,1970-01-12 23:22:34.239944+00:00,22,0
Turning - Machine 8,1970-01-13 09:41:15.869827+00:00,20,0
Laser Marking - Machine 7,1970-01-24 05:22:18.888899+00:00,17,0
Round Grinding - Machine 3,1970-01-24 09:51:23.426650+00:00,17,0
Turning & Milling - Machine 5,1970-01-24 17:31:16.099050+00:00,14,0
Final Inspection Q.C.,1970-01-27 01:32:11.939369+00:00,19,0
Turning Q.C.,1970-01-27 07:01:46.271723+00:00,15,0
Turning Q.C.,1970-01-27 19:26:03.853793+00:00,17,0
Round Grinding - Machine 3,1970-01-28 10:08:22.353087+00:00,17,0
Round Grinding - Machine 3,1970-01-13 04:00:18.099161+00:00,19,0
Final Inspection Q.C.,1970-01-15 03:48:55.558643+00:00,18,0
Final Inspection Q.C.,1970-01-15 23:27:26.165566+00:00,17,0
Turning & Milling Q.C.,1970-01-27 06:34:26.586554+00:00,32,0
Round Grinding - Machine 3,1970-01-27 10:51:44.626466+00:00,19,0
Turning & Milling Q.C.,1970-01-29 03:07:02.733089+00:00,17,0
Round Grinding - Machine 3,1970-01-29 05:37:14.775451+00:00,12,0
Final Inspection Q.C.,1970-02-02 23:12:47.773620+00:00,22,0
Grinding Rework - Machine 27,1970-02-07 20:43:26.530188+00:00,26,0
Final Inspection Q.C.,1970-02-16 22:10:26.342402+00:00,16,0
Final Inspection Q.C.,1970-02-18 07:56:38.340885+00:00,18,0
Final Inspection Q.C.,1970-02-19 21:30:09.106427+00:00,20,0
Round Grinding - Manual,1970-02-21 21:13:29.334602+00:00,20,0
Turning & Milling - Machine 5,1970-02-21 21:47:24.252692+00:00,21,0
Turning & Milling - Machine 6,1970-01-13 09:33:27.793605+00:00,14,0
Turning & Milling - Machine 8,1970-01-13 10:49:19.307844+00:00,22,0
Round Grinding - Machine 3,1970-01-14 16:16:30.613774+00:00,19,0
Turning & Milling Q.C.,1970-01-21 21:51:09.987935+00:00,17,0
Final Inspection Q.C.,1970-01-23 21:06:36.804103+00:00,27,0
Turning & Milling Q.C.,1970-01-24 00:20:36.328210+00:00,18,0
Round Grinding - Machine 3,1970-01-24 14:02:16.982541+00:00,16,0
Turn & Mill. & Screw Assem - Machine 10,1970-01-25 02:15:22.176816+00:00,19,0
Final Inspection Q.C.,1970-01-30 03:24:46.453512+00:00,20,0
Final Inspection Q.C.,1970-02-05 06:16:20.989014+00:00,29,0
Final Inspection Q.C.,1970-02-08 09:24:06.750689+00:00,19,0
Turning & Milling Q.C.,1970-02-11 15:48:48.569974+00:00,19,0
Turning & Milling - Machine 6,1970-02-11 19:14:34.816899+00:00,19,0
Turning & Milling - Machine 8,1970-02-11 21:24:36.726704+00:00,15,0
Turning & Milling - Machine 6,1970-02-12 08:52:30.034768+00:00,22,1
Final Inspection Q.C.,1970-02-20 13:32:19.686964+00:00,23,0
Turning & Milling - Machine 5,1970-02-20 14:45:46.141630+00:00,21,0
Turning & Milling - Machine 6,1970-02-20 22:40:13.452780+00:00,22,0
Lapping - Machine 1,1970-02-22 01:17:21.451879+00:00,19,0
Packing,1970-02-26 04:12:57.336680+00:00,15,0
Final Inspection Q.C.,1970-02-26 16:08:16.481254+00:00,29,0
Turning & Milling - Machine 8,1970-02-26 23:26:20.664071+00:00,21,0
Turning & Milling Q.C.,1970-01-21 21:51:09.987935+00:00,18,0
Turning & Milling Q.C.,1970-01-30 03:35:01.384342+00:00,18,0
Turning & Milling Q.C.,1970-01-30 18:40:29.008112+00:00,21,0
Turning & Milling - Machine 8,1970-01-31 02:12:12.213717+00:00,20,0
Turning & Milling Q.C.,1970-02-02 06:03:25.721836+00:00,17,0
Round Grinding - Manual,1970-02-02 19:28:20.631055+00:00,19,0
Turning & Milling - Machine 5,1970-02-03 04:40:10.664129+00:00,22,0
Final Inspection Q.C.,1970-02-08 08:04:58.255831+00:00,19,0
Final Inspection Q.C.,1970-02-08 13:51:51.164054+00:00,16,0
Turning & Milling - Machine 8,1970-02-09 00:29:33.192883+00:00,18,0
Turning - Machine 8,1970-02-09 23:38:34.842211+00:00,21,0
Grinding Rework - Machine 27,1970-02-15 18:14:18.851093+00:00,25,0
Laser Marking - Machine 7,1970-02-19 05:21:43.016121+00:00,20,0
Flat Grinding - Machine 11,1970-02-22 15:06:19.871446+00:00,22,0
Lapping - Machine 1,1970-02-25 16:04:11.532813+00:00,21,0
Lapping - Machine 1,1970-02-28 18:50:06.850053+00:00,16,0
Round Grinding - Machine 3,1970-01-14 12:00:48.873384+00:00,21,0
Final Inspection Q.C.,1970-01-15 17:50:29.204409+00:00,19,0
Final Inspection Q.C.,1970-01-16 10:03:17.816154+00:00,25,0
Final Inspection Q.C.,1970-01-17 22:12:30.466447+00:00,19,0
Turning & Milling - Machine 6,1970-01-18 07:47:13.013757+00:00,19,0
Grinding Rework - Machine 12,1970-01-20 16:47:56.637031+00:00,17,0
Turning & Milling Q.C.,1970-01-28 03:16:47.705923+00:00,21,0
Flat Grinding - Machine 11,1970-01-28 18:24:59.368262+00:00,22,0
Flat Grinding - Machine 11,1970-01-29 09:37:49.133664+00:00,20,0
Flat Grinding - Machine 11,1970-02-01 08:49:04.664196+00:00,25,0
Turning & Milling Q.C.,1970-02-09 08:57:02.582448+00:00,22,0
Turning & Milling Q.C.,1970-02-11 14:00:05.018086+00:00,27,0
Turning & Milling - Machine 5,1970-02-11 20:35:19.323973+00:00,20,0
Turning & Milling - Machine 6,1970-02-11 22:51:56.963233+00:00,23,0
Final Inspection Q.C.,1970-02-13 08:19:38.765626+00:00,15,0
Laser Marking - Machine 7,1970-02-16 20:35:29.490290+00:00,22,0
Packing,1970-02-17 03:45:05.193003+00:00,15,0
Final Inspection Q.C.,1970-02-20 18:24:19.406823+00:00,21,0
Lapping - Machine 1,1970-02-22 02:46:07.402011+00:00,17,0
Laser Marking - Machine 7,1970-02-26 11:18:15.664075+00:00,18,0
Turning & Milling - Machine 10,1970-02-26 12:50:47.912363+00:00,22,0
Lapping - Machine 1,1970-03-07 09:29:46.918193+00:00,18,0
Lapping - Machine 1,1970-03-16 19:19:35.579813+00:00,16,0
Turning & Milling - Machine 10,1970-03-19 09:16:16.254429+00:00,16,0
Packing,1970-03-26 12:20:10.755762+00:00,24,0
Turning & Milling Q.C.,1970-03-31 14:48:57.469698+00:00,15,0
Turning & Milling Q.C.,1970-04-03 06:07:15.919861+00:00,14,0
Round Grinding - Machine 3,1970-04-04 04:13:50.640624+00:00,14,0
Round Grinding - Machine 23,1970-05-15 12:41:17.454264+00:00,22,0
Turning & Milling - Machine 9,1970-05-16 11:01:23.263167+00:00,29,0
Laser Marking - Machine 7,1970-05-19 15:22:04.760772+00:00,19,0
Turning & Milling - Machine 9,1970-05-20 01:00:22.883001+00:00,15,0
Turning & Milling - Machine 9,1970-05-20 09:07:56.911239+00:00,26,0
Turning & Milling - Machine 9,1970-05-21 02:23:14.479612+00:00,21,0
Packing,1970-05-21 05:12:58.935795+00:00,16,0
Turning & Milling - Machine 8,1970-05-23 08:25:51.755524+00:00,20,0
Turning & Milling Q.C.,1970-05-28 01:13:35.081063+00:00,19,0
Turning & Milling - Machine 6,1970-05-28 01:23:22.248449+00:00,20,0
Turning & Milling - Machine 5,1970-05-28 05:04:46.538336+00:00,17,0
Round Grinding - Machine 3,1970-05-28 10:49:48.084023+00:00,22,0
Laser Marking - Machine 7,1970-05-29 22:40:49.381008+00:00,17,0
Lapping - Machine 1,1970-06-02 09:39:24.457539+00:00,17,0
Turning & Milling - Machine 5,1970-06-02 17:23:36.453087+00:00,20,0
Turning Q.C.,1970-06-04 04:15:42.969943+00:00,24,0
Lapping - Machine 1,1970-06-04 23:44:39.953051+00:00,13,0
Packing,1970-06-05 01:40:41.046303+00:00,25,0
Round Grinding - Machine 2,1970-06-05 10:34:46.230569+00:00,20,0
Turning & Milling Q.C.,1970-01-21 21:51:09.987935+00:00,21,0
Flat Grinding - Machine 11,1970-01-22 22:47:42.761944+00:00,14,0
Laser Marking - Machine 7,1970-01-24 05:22:18.888899+00:00,19,0
Flat Grinding - Machine 11,1970-01-27 13:56:39.894173+00:00,14,0
Lapping - Machine 1,1970-02-02 12:18:11.069330+00:00,21,0
Turning & Milling - Machine 6,1970-02-02 22:20:23.166865+00:00,12,0
Turning & Milling - Machine 9,1970-02-02 22:52:40.965341+00:00,21,0
Turning & Milling - Machine 9,1970-02-03 02:08:47.890809+00:00,24,0
Turning & Milling - Machine 9,1970-02-03 08:28:28.594426+00:00,18,0
Turning & Milling - Machine 9,1970-02-03 11:21:10.084046+00:00,26,0
Turning & Milling - Machine 9,1970-02-04 01:29:19.376512+00:00,19,0
