concept:name,time:timestamp,qty_completed,qty_rejected
Turning & Milling - Machine 5,1970-01-12 12:52:38.429751+00:00,15,0
Round Grinding - Machine 3,1970-01-12 14:36:07.023673+00:00,14,0
Turning & Milling Q.C.,1970-01-14 11:12:18.672949+00:00,24,0
Grinding Rework,1970-01-26 06:24:22.343801+00:00,24,0
Lapping - Machine 1,1970-01-29 19:36:58.265988+00:00,18,0
Grinding Rework,1970-02-15 18:31:14.987665+00:00,27,0
Final Inspection Q.C.,1970-02-18 16:26:10.896104+00:00,20,0
Turning - Machine 8,1970-02-20 15:12:42.336488+00:00,24,0
Turning Q.C.,1970-02-21 10:05:07.269563+00:00,24,0
Turning Q.C.,1970-03-01 05:35:46.018203+00:00,26,0
Round Grinding - Machine 3,1970-03-02 14:34:12.362270+00:00,19,0
Final Inspection Q.C.,1970-03-03 19:50:04.071981+00:00,26,0
Final Inspection Q.C.,1970-03-05 16:16:38.671463+00:00,14,0
Final Inspection Q.C.,1970-03-10 15:28:45.231880+00:00,20,0
Packing,1970-03-13 18:31:47.446890+00:00,19,0
Final Inspection Q.C.,1970-03-15 23:26:23.760659+00:00,18,0
Turning & Milling - Machine 8,1970-03-16 18:13:48.332384+00:00,19,0
Round Grinding - Machine 12,1970-03-17 04:30:47.071807+00:00,23,1
Round Grinding - Machine 12,1970-03-18 06:28:49.206616+00:00,19,0
Round Grinding - Machine 12,1970-03-19 00:18:39.079447+00:00,20,0
Round Grinding - Machine 12,1970-03-19 12:49:54.187575+00:00,24,0
Round Grinding - Machine 12,1970-03-20 08:21:59.387263+00:00,22,0
Round Grinding - Machine 12,1970-03-20 13:24:05.619351+00:00,24,0
Round Grinding - Machine 3,1970-03-21 04:29:29.690078+00:00,18,0
Lapping - Machine 1,1970-03-22 04:49:20.716999+00:00,17,0
Turning & Milling - Machine 8,1970-03-22 21:11:14.988837+00:00,21,0
Turning & Milling - Machine 5,1970-03-22 21:17:54.121278+00:00,17,0
Laser Marking - Machine 7,1970-03-23 05:18:08.239091+00:00,23,0
Turning & Milling - Machine 5,1970-03-23 18:09:33.377059+00:00,20,0
Turning & Milling - Machine 6,1970-01-12 20:37:30.678902+00:00,18,0
Turning & Milling Q.C.,1970-01-14 11:12:18.672949+00:00,21,0
Lapping - Machine 1,1970-01-16 22:50:48.949053+00:00,16,0
Lapping - Machine 1,1970-01-17 03:49:59.744308+00:00,17,0
Laser Marking - Machine 7,1970-01-20 22:29:54.454098+00:00,8,0
Final Inspection Q.C.,1970-01-28 17:21:52.715044+00:00,20,0
Turning & Milling - Machine 8,1970-01-29 08:48:56.084409+00:00,24,0
Flat Grinding - Machine 11,1970-01-30 01:04:54.125191+00:00,30,0
Flat Grinding - Machine 11,1970-02-01 15:30:56.254247+00:00,24,0
Flat Grinding - Machine 11,1970-02-03 00:05:48.921964+00:00,21,0
Flat Grinding - Machine 11,1970-02-04 17:30:53.590719+00:00,22,0
Turning & Milling Q.C.,1970-02-10 09:09:52.707329+00:00,17,0
Packing,1970-02-11 00:17:40.590895+00:00,19,0
Packing,1970-02-15 17:59:06.004953+00:00,26,0
Packing,1970-02-20 09:44:07.497524+00:00,21,0
Turning & Milling - Machine 6,1970-02-21 02:02:29.434160+00:00,16,0
Turning - Machine 8,1970-02-22 09:23:15.123590+00:00,25,0
Final Inspection Q.C.,1970-02-26 10:39:18.582806+00:00,19,0
Round Grinding - Machine 3,1970-02-26 15:26:41.392714+00:00,25,0
Grinding Rework - Machine 27,1970-03-02 08:25:56.098846+00:00,17,0
Packing,1970-03-03 21:06:27.899051+00:00,25,0
Turning & Milling Q.C.,1970-01-14 11:12:18.672949+00:00,17,0
Turning & Milling Q.C.,1970-01-15 06:55:07.299841+00:00,21,0
Turning & Milling - Machine 6,1970-01-15 10:59:30.852457+00:00,21,0
Turn & Mill. & Screw Assem - Machine 10,1970-01-15 15:42:21.895954+00:00,14,0
Round Grinding - Machine 3,1970-01-16 08:15:34.306028+00:00,28,0
Flat Grinding - Machine 11,1970-01-17 19:35:25.258723+00:00,25,0
Round Grinding - Machine 3,1970-01-18 00:16:54.555813+00:00,13,0
Turning & Milling Q.C.,1970-01-23 01:01:15.293851+00:00,20,0
Turning & Milling Q.C.,1970-01-27 10:35:34.441874+00:00,21,0
Lapping - Machine 1,1970-02-05 03:59:52.796123+00:00,19,0
Packing,1970-02-06 19:40:43.240633+00:00,24,0
Lapping - Machine 1,1970-02-10 20:39:14.396668+00:00,22,0
Turning & Milling Q.C.,1970-02-12 13:28:19.378921+00:00,22,0
Turning & Milling Q.C.,1970-02-13 03:05:40.309418+00:00,23,0
Turning & Milling - Machine 5,1970-01-14 03:24:01.801269+00:00,17,0
Final Inspection Q.C.,1970-01-18 05:28:54.028360+00:00,26,0
Turning & Milling Q.C.,1970-01-21 08:22:23.956427+00:00,24,0
Round Grinding - Machine 3,1970-01-21 11:38:24.579966+00:00,19,0
Final Inspection Q.C.,1970-01-26 07:35:45.281454+00:00,26,0
Turning & Milling Q.C.,1970-02-01 22:01:09.228542+00:00,12,0
Turning & Milling Q.C.,1970-02-03 08:43:01.214527+00:00,22,0
Final Inspection Q.C.,1970-02-04 09:53:09.869871+00:00,14,0
Round Grinding - Machine 3,1970-02-04 16:14:21.128821+00:00,17,0
Turning & Milling Q.C.,1970-02-07 06:26:37.934214+00:00,24,0
Turning & Milling - Machine 5,1970-02-07 14:27:46.845157+00:00,23,0
Turning & Milling - Machine 8,1970-02-08 22:03:42.125966+00:00,24,0
Turning & Milling Q.C.,1970-02-08 23:58:49.668273+00:00,15,0
Round Grinding - Machine 3,1970-02-09 17:28:20.301077+00:00,14,0
Lapping - Machine 1,1970-02-12 12:52:42.340374+00:00,17,0
Laser Marking - Machine 7,1970-02-16 11:11:33.006628+00:00,19,0
SETUP     Turning & Milling - Machine 5,1970-01-14 10:04:04.642857+00:00,18,0
Setup - Machine 8,1970-01-14 19:31:33.571429+00:00,22,1
Grinding Rework - Machine 27,1970-01-15 22:27:25.497956+00:00,23,0
Packing,1970-01-17 11:41:01.466798+00:00,22,0
Packing,1970-01-21 20:16:52.492956+00:00,16,0
Packing,1970-01-21 20:47:04.388804+00:00,24,2
Turning & Milling Q.C.,1970-01-25 17:57:17.355477+00:00,22,0
Round Grinding - Machine 3,1970-01-27 00:26:37.866398+00:00,18,0
Round Grinding - Machine 3,1970-01-27 09:24:10.051540+00:00,19,0
Turning & Milling Q.C.,1970-01-28 10:39:54.496762+00:00,20,0
Turning & Milling Q.C.,1970-01-28 22:36:54.236820+00:00,25,0
Turning & Milling Q.C.,1970-01-30 14:49:05.210996+00:00,12,0
Turning & Milling Q.C.,1970-01-31 16:02:48.234445+00:00,24,0
Turning & Milling Q.C.,1970-02-03 02:15:12.151072+00:00,24,0
Turning & Milling Q.C.,1970-02-04 11:14:01.612631+00:00,18,0
Round Grinding - Machine 3,1970-01-15 09:06:02.071777+00:00,19,0
Flat Grinding - Machine 11,1970-01-17 19:35:25.258723+00:00,26,0
Turning & Milling Q.C.,1970-01-19 21:54:20.515624+00:00,17,0
Turning & Milling - Machine 5,1970-01-19 22:11:53.024080+00:00,29,0
Turning & Milling - Machine 6,1970-01-20 01:31:11.197195+00:00,21,0
Turning & Milling Q.C.,1970-01-23 07:51:06.889042+00:00,20,0
Final Inspection Q.C.,1970-01-23 10:01:19.199602+00:00,21,0
Lapping - Machine 1,1970-01-23 16:49:40.937775+00:00,28,0
Packing,1970-02-06 19:40:43.240633+00:00,18,0
Lapping - Machine 1,1970-02-08 13:29:10.083942+00:00,14,0
Round Grinding - Machine 3,1970-02-09 19:35:44.206333+00:00,14,0
Lapping - Machine 1,1970-02-15 08:33:27.365068+00:00,21,0
Packing,1970-02-20 12:23:47.279130+00:00,17,0
Round Grinding - Q.C.,1970-02-23 11:47:29.327646+00:00,21,0
Round Grinding - Manual,1970-02-25 20:27:09.853321+00:00,17,0
Round Grinding - Machine 2,1970-02-26 01:21:30.805566+00:00,29,0
Round Grinding - Machine 2,1970-02-26 06:19:10.899348+00:00,16,0
Turning & Milling - Machine 5,1970-02-26 07:48:30.468279+00:00,22,0
Laser Marking - Machine 7,1970-03-11 18:13:00.181958+00:00,19,0
Turning Q.C.,1970-03-13 06:49:47.243060+00:00,20,0
Round Grinding - Q.C.,1970-03-14 15:52:16.099501+00:00,17,0
Round Grinding - Q.C.,1970-03-16 13:20:39.933444+00:00,19,0
Final Inspection Q.C.,1970-03-18 06:10:14.326410+00:00,21,0
